par_id,art_id,keyword,country,text,label,orig_label
1552,@@24949005,in-need,pk,"jahangir told the express tribune about his current situation and how his circumstances forced him to move relocate . he also stated that he has demanded the government of pakistan for its support but has had no luck so far . although the governments of punjab and sindh have provided him with financial care in the past , jahangir is in need of further assistance .",0,0
1553,@@1473356,in-need,gb,"no . i 'm 71 , which is too old . i 'm in need of my afternoon nap these days -- even though i could easily do that in the houses of parliament ...",0,0
1554,@@14777441,immigrant,us,""""""" and , because of the intersections that exist in my own life -- woman , multi-racial woman , woman of color , queer , bisexual , mexican-irish american , immigrant , and raised by families heavily rooted in catholicism on both my mexican and irish sides -- i am deeply invested in projects that allow our youth 's voices to be heard , and that support our youth in owning their own complex narratives so that we can show up for them in the ways they need us to . """"""",0,1
1555,@@3525917,women,sg,"""but things got a little emotional when the women were surprised with a special video from their family and friends . the song is off of their up coming album """" get weird """" and is obviously about a relationship ending .""",0,0
1556,@@20808482,women,hk,"saudi arabia 's king salman on tuesday ordered that women be allowed to drive cars , carrying out a major reform that rights activists have been demanding for a long time in the islamic kingdom . through ...",1,3
1557,@@15477706,hopeless,gb,"but in this one a pair of trends were bucked , with liverpool keeping a rare clean sheet -- two for the season now -- and failing to score for only the third league game in this campaign . they really were hopelessly weak in front of goal , which was underlined by the numbers showing they had 65 per cent possession , 15 shots on goal and yet only managed to get two on target .",0,0
1558,@@10089870,vulnerable,ph,"in mr. aquino 's universe , pensioners ( and the vulnerable ) are moochers",0,0
1559,@@25295563,migrant,ng,french president emmanuel macron came out saturday in support of financial sanctions against eu countries which refuse to accept migrants .,0,0
1560,@@9677048,migrant,ie,"but as an irish emigrant , the most fundamental difference is the right of overseas citizens to have their voice heard . while an australian citizen can vote for up to six years after they have left the country , irish emigrants have no say .",0,0
1561,@@17442605,homeless,ke,"not everyday do we come across people like mrs jones . helping a homeless person , much less a man , regardless of their situation , takes courage and effort . mr hubbard will forever be grateful that he met mrs jones ' family .",0,0
1562,@@4009962,disabled,gb,i 'm mildly disabled and love river cruises . but i ca n't find a cruise which will allow me to store a scooter which i 'd need for shore excursions . please can you help ? david norton,0,0
1563,@@17054268,immigrant,gb,a broad majority of americans do not believe that cities should be going rouge and providing ' sanctuary ' to illegal immigrants in defiance of federal laws .,0,0
1564,@@19563276,vulnerable,gb,"the priorities are part of tvp 's stronghold campaign to combat serious and organised crime . a form prevalent in oxford is drug lords exploiting vulnerable people and selling substances from their homes . under the new operating model , insp simpson is in charge of 17 pcs and about 30 pcsos .",0,0
1565,@@1931785,disabled,gh,"besides erongo , the fibre-optic cables providing network connectivity as part of the omaheke fibre-optic backbone route was also vandalised between okatjoruu ( otjituuo ) and ongongoro in the grootfontein constituency of the otjozondjupa region earlier . the incidence disabled fixed and mobile communications services to thousands of customers in okamatapati and surrounding farms .",0,0
1566,@@22355545,homeless,sg,"carson pointed out that despite this year 's recorded increase in people experiencing homelessness , there has been an overall decrease in the past decade and a half . the overall figure of 800,000 people homeless 15 years ago was much higher than this year 's roughly 554,000 people , he said .",0,0
1567,@@15186484,refugee,pk,"the ngo worker said the returning families could be seen living in tents along the road from torkham to kabul . earlier , the refugees were not allowed to construct houses on state land in afghanistan , but now they face no such restriction as a large number of people have returned to their country in recent months . the afghan government has also relaxed rules for the students .",0,0
1568,@@9041334,in-need,ke,beijing china ( xinhua ) --the first world humanitarian summit kicked off in the turkish city of istanbul on monday . how to deliver the humanitarian aid supplies more speedily and efficiently to those in need is one of the main topics on the agenda .,0,0
1569,@@24853823,women,za,"sophie ndaba has successfully been in the entertainment industry for more than two decades and there is no stopping her hustle . we first met the beauty when she bagged the role of queen on generations and over the years , she has managed to solidify herself as one of the most popular women on television .",0,0
1570,@@10287498,hopeless,gh,"he said the eye clinic started in 1997 , gave sight to the blind and hope to the hopeless .",1,4
1571,@@22217034,poor-families,ng,"the women , often from poor families , are now demanding compensation to cover costs of raising their babies , according to the washington times .",0,0
1572,@@3446452,migrant,ph,if only we had more stories that championed the brilliance of migrant workers perhaps we 'd be able to challenge the silence that permits them to be treated in such a disdainful way .,1,4
1573,@@10009675,immigrant,hk,"if we consider the percentage of eu immigrants in each eu country , the uk is at the upper end of the distribution , but it is on par with many other eu members , and it is far from having the most eu immigrants per capita .",0,0
1574,@@18510503,women,gh,we at obaa sima foundation dedicate our efforts to the eradication of all barriers and hindrances that turn to negatively erode the development and progress of women through the provision of tailor-made solutions to problems bothering women and children .,0,1
1575,@@25689832,homeless,gb,"in wales 7,000 young people every year need help because they 're facing becoming homeless . credit : itv cymru wales",0,0
1576,@@13958917,disabled,pk,a special campaign would be launched through the electronic and print media to highlight the problems faced by the disabled persons . legislation in this regard would be made at provincial and district level .,0,0
1577,@@1025892,hopeless,ca,"aa originated in 1935 , when a hopeless alcoholic faced financial trouble . the mutual-aid movement was founded by and designed for middle-aged men who had been battling the bottle for years , and had decades of job and family wreckage behind them .",0,1
1578,@@22222502,immigrant,ke,"most of these immigrants are associated with criminal networks and illicit businesses , in which elements of local police and transporters are often involved .",0,0
1579,@@9099496,refugee,pk,"afghanistan and unhcr favour that refugees should not be forced to return to their country and that the process should be completed through un-sponsored voluntary repatriation programme . however , officials said that four to five families were returning under the voluntary repatriation plan on daily basis . it would take decades to complete the process if it was left to voluntary repatriation , they added .",0,0
1580,@@14614574,migrant,lk,"the un currently is falling short of providing effective support to member states , migrants , and the societies that host them . its member governments need to agree on universal principles to establish an international framework for dealing with migration , and the un itself should make governance of migration one of its central missions , rather than scattering the task across different agencies .",0,0
1581,@@7287830,refugee,ca,there was a spike of 551 applications last october -- one month after a photograph of a dead syrian child shone a spotlight on the plight of the 4.6 million people seeking refugee from the violence in syria .,0,0
1582,@@1879153,hopeless,tz,they admit that they were powerless over their addiction -- that their lives had become unmanageable and hopeless .,1,3
1583,@@8177428,women,ca,no one knows exactly why some women who were captured and abused became killers . maybe it was the indoctrination . maybe it was the militants ' threats .,0,0
1584,@@9517574,poor-families,ke,the area elders led by joel karumi urged ruto to launch stima mashinani project to enable the poor families that can not meet the hefty electricity installation fee have access to light .,0,0
1585,@@23193233,migrant,ke,"u.s. district judge nicholas garaufis in brooklyn ruled that the deferred action for childhood arrivals program , or daca , can not end in march as the republican administration had planned , a victory for democratic state attorneys general and immigrants who sued the federal government .",0,0
1586,@@1898426,migrant,tz,"earlier , releasing the research findings , programme coordinator for land based investments for tanzania natural resource forum ( tnrf ) , godfrey massay , said that the study by tnrf revealed that among the factors that cause land conflicts in the district are corruption , lack of land use plans , lack of title deeds , influx of immigrants from other district and inadequate land for agriculture .",0,0
1587,@@7767445,refugee,za,"european leaders , including prime minister david cameron , are meeting in brussels to thrash out a refugee swap with turkey .",0,0
1588,@@25519102,immigrant,ng,the administration 's department of justice ( doj ) also asked a federal judge in san diego for relief from part of an earlier order that could require the government to release adult immigrant detainees if they can not be reunited with their children before the court 's deadline .,0,0
1589,@@16764718,homeless,ca,"the ministry also highlighted that bc housing is building 188 affordable housing units available for youth and adults at risk of homelessness , including youth in and out of care , in surrey , courtney and chilliwack .",0,0
1590,@@16853908,refugee,sg,"last weekend , the royal canadian mounted police reported that it picked up 22 people near the border town of emerson , after they had walked for as long as four hours in sub-zero temperatures . they were taken to offices of the canadian border services agency , where they all made refugee claims .",0,0
1591,@@9382718,disabled,ie,man who left father of four disabled gets 10-year term,0,0
1592,@@4887461,women,ph,"during the ad hoc working group on the durban platform ( adp ) negotiations in bonn , germany held on august 31 to september 4 , the initiative gained more support and traction . human rights in that negotiation period was not only seen as a discourse on basic human rights but was also expanded to include the rights of the most vulnerable sectors on the impacts of climate change -- women , indigenous peoples , and local communities .",0,0
1593,@@4516392,homeless,bd,"in chile there are thousands of earthquake resistant housing structures but in haiti only a few structures are earthquake resistant . consequently they paid a lot . haitian government reported that an estimated 230,000 people had died , 300,000 had been injured and 1,000,000 made homeless making it one of the worst natural disasters in modern history .",0,0
1594,@@25879609,migrant,au,"""during a fact-finding visit to algeciras on saturday to learn how police and the red cross were coping with the influx of migrants , grande-marlaska said it was """" a european problem which requires a european solution """" .""",0,0
1595,@@25791504,women,tz,uti in pregnant women,0,0
1596,@@3258700,in-need,ie,"""local td derek keating said : """" we need to carry this woman through this very dark and difficult time . clearly this person is in need of medical support .""",1,3
1597,@@14347131,in-need,ca,photos taken by a wildlife tour guide show the humpback completely wrapped up in ropes and in need of desperate assistance .,0,0
1598,@@23269754,migrant,au,"kids of migrants and indigenous people have a right to speak , grow up with , and celebrate their own heritage languages . on international mother language day , let 's celebrate that right and the benefits it brings to us all .",0,1
1599,@@15430582,disabled,ng,kano disabled farmers move from begging to bagging,1,2
1600,@@15842106,hopeless,ng,"""afejuku uses the poem , """" a leaping flame """" to expose the belief among the itsekiri that their land was stolen by those who have high connection in government . the poem is dedicated to the memory of pa j. o. s ayomike , a frontline itsekiri activist and historian who fought for the sovereignty of the itsekiri nation . in the poem , the speaker re-echoes the words of pa ayomike : ' nothing is final , he chants . no one shall see the end/until the land-owners of oeeri regain and retain their lands/stolen along the corridors and in the beds of love ' . like several poems in afejuku 's collections , there is the lingering hope that one day the itsekiri nation will regain their ' stolen ' lands . a tone of resolute defiance runs through afejuku 's poems . it constitutes a point of equi-balance to what might otherwise have been a hopeless view of life .""",0,0
1601,@@4861804,hopeless,lk,"mr. l had been a successful fisherman before the tsunami . with the disaster , he lost his house , livelihood , and personal identity as a productive member of society . mr. l and his family members had to live in a refugee camp with minimum facilities . a few months after this unbearable catastrophe , mr. l became depressed . his symptoms included persistent depressed or irritable mood , loss of appetite , sleep disturbance with often early-morning awakening , greatly diminished interest in life activities , fatigue and loss of energy , feelings of worthlessness , feelings of hopelessness , and sometimes thoughts about suicide .",0,1
1602,@@2234278,homeless,ca,"""the theft of a series of photos promoting awareness around homelessness is """" wrong on so many levels , """" says the executive director of shelter nova scotia .""",0,0
1603,@@10369058,poor-families,pk,the scheme is designed for poor families with free of cost access to secondary as well as priority diseases treatment .,0,0
1604,@@19800125,migrant,pk,"but on july 19 , the immigration and customs enforcement agency ( ice ) ordered her deported back to guatemala . why ? because she is an undocumented immigrant and president trump maintains undocumented immigrants are responsible for an increase in the murder rate and violent crimes and a decrease in the material standard of living of middle and lower-class citizens .",0,0
1605,@@1850912,homeless,tz,"in a telephone interview , both chairmen of mvuna island and the nearby island of mandakerenge said the incident happened on sunday at around 1.00 pm when people had left their houses to perform various activities , rendering hundreds of them homeless .",0,0
1606,@@8653602,in-need,ke,a prolonged drought has left some four million people in zimbabwe in need of food aid .,0,0
1607,@@18761885,vulnerable,gb,"' our genes and the genes of our babies are vulnerable to our ways of living , ' dr. eric butter , who was n't involved in the research , told reuters health .",0,0
1608,@@18480735,migrant,us,"serkan yagmur , owner of west ridge hots ( 584 west ridge road ) , was just 17 years old when his family moved from turkey to the united states in 2002 . he was still in school when his father applied for the green card lottery through the diversity immigrant visa program .",0,0
1609,@@59514,migrant,sg,"""some facebook users such as """" chris lee """" applauds pm lee 's efforts to tackle the problem head on but many others are expressing concern , with many wondering if immigrants are the only solution to singapore 's low birth rate .""",0,0
1610,@@3821434,immigrant,ca,"karsten recounted how he came to canada from the netherlands when he was a child , and he was unaware until last week of the fears some locals had regarding dutch immigrants .",0,0
1611,@@1920849,in-need,ke,"detroit 's urban farmers have proven some of the most innovative people in the city . they 've reclaimed vacant lots and learned how to bring fresh , nutritious food to neighborhoods in need of it .",0,0
1612,@@4637499,women,pk,"and why , you may well ask ? what is the fascination of these plays that depict the implacability of the gods and the stubborn -- sometimes justified -- defiance of the mortals ? the answer is that they manifest the indomitable courage of men and women who choose death and destruction for their convictions . it is the human spirit that these tragedies glorify ; the audience is ennobled through a process of catharsis .",0,0
1613,@@9403511,women,in,""""""" parents are often unwilling to accept a married daughter who leaves her husband , and therefore , a woman is trapped having nowhere to go if she breaks ties with her husband 's home . """" some women , however , may altogether be deprived of choice if they are """" abandoned """" by their husbands .""",0,0
1614,@@4671551,refugee,jm,"""byrs stressed """" the appalling situation """" in which refugees are living in the diffa region , where the population has almost doubled , due to refugees from nigeria , and food stocks are becoming scarce .""",0,1
1615,@@20961232,homeless,hk,"in this case i see only regression -- of home once again becoming merely a place , and a people once again homeless ; and this city becoming once again a colonial outpost driven by empire builders , migrants and refugees .",0,1
1616,@@795731,disabled,lk,"""the second one was under a tamarind tree ! ' kumarini smiles at the memory . """" now we have four of them in agunukolapelassa , walasgala , kolombogedara and tangalle . we 've also established a partnership with sight savers sri lanka and the ministry of education to work on a model of inclusive primary education in hambantota . we want to train the mothers in education so that they can in turn play a part in educating their disabled child . """"""",0,1
1617,@@19180523,vulnerable,my,"and south-east asia , in particular , is often vulnerable because of dollar-denominated debt serviced in local currencies .",0,0
1618,@@23757828,in-need,hk,yeung said the requirement means people in need can not apply for an allowance .,0,0
1619,@@18984294,hopeless,ng,""""""" by donating blood , many lives are saved and hope is given to many whose situation might otherwise be hopeless .""",1,3
1620,@@24572715,homeless,za,shumugum was well known among the local community for her charitable deeds and missionary work to homeless people on south beach where she and her husband jonathan shumugum regularly fed them .,1,3
1621,@@10015475,hopeless,za,"""this time , it was the early hours of 16 july . my speech was exactly the same one my father gave in 1980 . ( """" blood everywhere , """" """" no one wins ... """" ) this time , i 'm the same age as my father when he first explained coups to us . but i 'm probably more tired than he was of being insulted , and much more hopeless about my country 's future .""",0,1
1622,@@16183055,disabled,ph,"""the story of christmas although ancient is always made new -- """" how god became flesh and lived among us , to be like us in all things but sin ... to be """" emmanuel """" reminding men and women that god is with us at all times . our welcoming jesus this christmas is to highlight that jesus is the """" unconquered son of justice """" who come to dispel the darkness of the world held captive by sin and ignorance . his coming tells us that he made himself human to be one of us , to bring his love to all of us , especially the poor , the orphan , sick , disabled , and the oppressed .""",1,4
1623,@@7419534,refugee,au,"federal government-hired security guards are refusing to allow anyone to see her , including her long-time refugee advocate .",0,0
1624,@@20909510,women,gh,"a. i think first and foremost if i look back at when i first went to man city , they were in the same process that barcelona are in now . i think when i first went to man city , they were n't very professional , they were just starting out and the men 's team had just invested a lot into women 's team .",0,0
1625,@@9364851,women,nz,"when we commented on the lack of women on the delegation , one man decided to chip in with a great joke .",0,0
1626,@@19957894,homeless,au,the 16-bed homeless shelter in wagga is operated by st vincent de paul and open to anyone in the eastern riverina . <h> homelessness different in the country,0,0
1627,@@21839489,homeless,au,"woman raises over $150,000 for homeless man who gave away his last $27",0,1
1628,@@3559237,disabled,za,"the upgrades , which will cost approximately r720-million , includes a new visitor reception and gate complex , new parking , new craft markets , and new recreational areas for day visitors . in line with isimangaliso 's policy , all facilities will be disabled-friendly .",0,0
1629,@@25626247,disabled,ie,"""paul smith , caa consumers and markets director , said : """" we 're pleased surveys show satisfaction levels remain high and the vast majority of passengers ' journeys go smoothly . the improved performance of many airports means disabled passengers should have even more confidence to travel from uk airports .""",0,0
1630,@@4580831,hopeless,jm,"a temper tantrum is something no parent wants to deal with , especially when done in public . having to deal with a toddler screaming , hitting and back-talking you is frustrating enough , but when it is done in front of others , there is often a feeling of either hopelessness or anger .",0,0
1631,@@2995857,hopeless,za,""""""" luxury """" is a hopeless misnomer . these watches are not more comfortable on your wrist than a casio or timex . they are simply very , very expensive . and , being a mechanical watch with a clockwork mechanism , they need a full service once every 3 years , costing many thousands .""",0,0
1632,@@4567987,vulnerable,jm,jamaica amt compliance high but still seen as vulnerable,0,0
1633,@@14366209,migrant,my,"according to the star , senior lawyer datuk seri jaha ? berdeen mohamed yunoos said section 56(1) was not related to asset seizures , while only section 44 of the immigration act allows for detention of vessels or aircraft believed to have been used to carry illegal immigrants .",0,0
1634,@@15761349,hopeless,ke,"pep guardiola 's manchester city travel to west ham , who like leicester are hopelessly out of sorts , and four other relegation battlers are pitched in against each other hull hosting swansea and sunderland at home to burnley .",0,0
1635,@@8860037,immigrant,my,"zahid , who is also home minister and joint chairman of the committee of foreign migrant management in sabah ( jkpwas ) said in 2014 , 17,720 illegal immigrants were deported and the number increased to 27,769 in 2015 .",0,0
1636,@@8950451,homeless,au,exact right yet people step around our homeless and those with mental illness to attend rallies to being in people from overseas without fixing or addressing the issues here first . go figure . homeless and mentally ill are not a trendy course .,0,0
1637,@@4630656,poor-families,my,"aruna gopinath ( ag ) : members of such groups are usually vulnerable and gullible . most of them are from troubled homes , come from poor families or do not possess proper education . recruiters target such individuals and promise them a better life , either in this lifetime or in the afterlife .",1,3
1638,@@20495688,in-need,sg,"this would be beneficial , but given the level of smrt transparency , the current management is unlikely to introduce the indicators . if they are unwilling to inform the public about the return of 26 trains to the manufacturer , they are unlikely to disclose which parts are in need of replacement . currently , this information is only used to look back on and analyses faults rather than forecast upcoming problems . the smrt needs an overhaul in the way faults and maintenance are perceived . this will only come from a radical reshuffle in the way the company runs at a management level .",0,0
1639,@@1952538,vulnerable,ke,""""""" un agencies and international ngos have temporarily relocated because of the fighting , """" dujarric said . """" this has left a gap in provision of basic services for vulnerable communities in mudug , galgaduud and hiraan regions . """"""",0,0
1640,@@1867976,poor-families,tz,during the implementation camfed will work together with community members and leaders from this district to support girls and boys from poor families to attend government secondary schools .,0,0
1641,@@1984115,hopeless,ie,"why are so many of us hopelessly addicted to fatty and sugary foods that we know are bad for us ? why do we never get the same cravings for fruit , vegetables or brown rice that we do for chocolate , crisps and chips ?",0,0
1642,@@19894571,homeless,gb,""""""" you have to sleep somewhere well-lit , with cameras or security guards , """" says rough sleeper george , 43 . """" in the dark , anyone can hurt you . """" george became homeless after his relationship ended and he lost his job as a disability carer . depressed and with nowhere to go , he started lived in his car . when the car was impounded he began sleeping rough . recently he fled a """" dangerous """" rooming house , where he paid $225 a week for a single room . """" a guy there said he was going to kill me . i feel safer on the streets . """"""",0,1
1643,@@15953001,in-need,us,"working with the yakima county rsvp , local nonprofits have provided information about individuals and families needing your help . every day through christmas eve , the yakima herald-republic will publish information in print and online about some of those in need along with contact information to make your gift happen .",1,4
1644,@@20766281,immigrant,nz,"one people , all immigrants",0,0
1645,@@21825014,poor-families,hk,"""children should have the right to go to school , but many poor families can not see it for their children . my son is eight years old . he loves reading books . one day he asked me , """" mum , why ca n't i borrow books from the library ? """" i do n't know how to answer !""",0,0
1646,@@13611363,refugee,ng,"fleeing war and economic devastation , more than a million refugees and migrants arrived in europe by boat in 2015 , according to the united nations refugee agency ( unhcr ) . more than 251,000 have made the dangerous journey so far this year .",0,1
1647,@@18935578,immigrant,ng,"wale oyejide is the nigerian designer behind the ikir ? jones label . he uses textile and apparel design to convey stories about immigrant populations to the western world . his designs fuse tailored suits and accessories with sampled art history designs . he inserts african figures into the context of foreign art history traditions , in this case european and japanese . in 2016 , ikir ? jones tweeted at the official marvel handle about handling the wardrobe for the black panther and now it 's a reality we 're all seeing . we see chadwick boseman as t'challa in an ikir ? jones ' ensemble in what appears to be a meeting at the un .",0,0
1648,@@18432489,women,za,"""mari ? tte coetzee from stofberg family vineyards ( whose mia chenin blanc 2016 was the garagiste trophy winner at last year 's michelangelo awards and the recipient of four platter 's stars for the mari ? tte chenin blanc 2016 ) , says : """" we can be extremely proud of the current women winemakers in our industry , especially considering most of them are juggling a family along with the long working hours .""",1,3
1649,@@24511581,in-need,au,"despite the growing global inter-connectivity , people 's experience of loneliness has increased with one in 10 australians reporting feeling lonely or isolated over the past year . happy paws happy hearts is working to redress this concern through connecting ' hearts in need ' including the elderly , people with disabilities and war veterans with animals . the organisation facilitates interactions between vulnerable people in our community and animals in need of care and attention for the mutual benefit of both parties .",0,0
1650,@@16080372,refugee,in,"""he said the refugees who chose j-k as their home can not be held to ransom , """" while some of their counterparts in rest of the country have become prime ministers like inder kumar gujral and dr manmohan singh """" .""",0,0
1651,@@25358528,immigrant,au,"cathy mcmorris rodgers , a washington state representative who is chairwoman of the republican conference , plans to introduce a bill designed to pass quickly and prevent immigrant families from being separated . gop leaders have been tight-lipped about her proposal to avoid draining support from the broader republican measure that failed wednesday .",0,0
1652,@@30025548,homeless,bd,"meanwhile , the two-storey building of the upazila health complex , which was over 500 metres away from the bank a couple of months ago , is being devoured now . over 4,000 families have become homeless and many affluent farmers broke during the same period .",0,0
1653,@@21604575,women,lk,nations sports day is an annual event organised by the bank to not only provide the sportsmen and women an opportunity to showcase their sporting talents but also to connect with the fellow staff members in an informal surrounding .,0,0
1654,@@2318234,in-need,ca,"the government said in its throne speech this month that it would develop a 10-year plan to address transportation needs across the province , though it said it would take a year to identify areas in need .",0,0
1655,@@19671196,in-need,ke,he added that he would be taking a break from online fundraising for those in need .,0,1
1656,@@25789516,immigrant,sg,the anti-immigrant slovenian democratic party ( sds ) won a june 3 election but lacks willing coalition partners to form a government in a highly fragmented parliament .,0,0
1657,@@10169794,refugee,gh,refugees,0,0
1658,@@16705056,refugee,ng,"""un secretary-general antonio guterres has called on us president donald trump to """" remove sooner than later """" the travel ban imposed on refugees and immigrants from seven countries .""",0,0
1659,@@26072634,vulnerable,lk,"all sectors in sri lanka are vulnerable to climate change . there is no escape . if you want to sustain , you have to adapt . that means that we have to change our strategies to smarter ones . we also need to have an attitudinal change . without changing our attitude we will not be able to face this dilemma successfully -- university of peradeniya department of agriculture agroclimatology principal scientist dr. ranjith punyawardena",0,0
1660,@@40041212,migrant,sg,""""""" we believe they ( kidnappers ) received inside help , most probably from illegal immigrants who have stayed here for a long time , """" said hazani .""",0,0
1661,@@3406940,hopeless,gb,"new york in the 1920s was a mess . let down by its venal politicians , the city 's transport was hopeless and its housing dreadful . then along came a man with a plan . a grand plan . his name was robert moses . armed with autocratic powers , and fuelled by a titanic megalomania , the urban planner ruthlessly transformed the place . some of what he did in park creation and bridge construction was magnificent ; much of his legacy was terrible . expressways were sliced through neighbourhoods as he prioritised cars over people . his construction projects had scant regard for the fabric or the quality of human life . scores of traditional communities were ripped apart . hundreds of thousands of people were displaced . all in the name of progress . and masterminded by a man who was never elected to anything .",0,0
1662,@@22716892,migrant,nz,"when president donald trump became frustrated on thursday ( friday nz time ) with lawmakers in the oval office over restoring protections for immigrants from haiti , el salvador and african countries , most media outlets did not shy away from quoting him verbatim .",0,0
1663,@@23727185,disabled,gb,"universities said they were open to discussing the issue , but added that contextualised admissions were mainly focused on socio-economic barriers , with other policies in place to identify disabled students .",0,0
1664,@@1950306,vulnerable,tz,""""""" the impact of climate change in small communities is real and they are the most affected and the most vulnerable , """" she underlined .""",0,0
1665,@@15259909,in-need,gh,""""""" i am proud that the uk has been able to deliver this support through innovative electronic mobile payments . the use of this technology means that our support now extended to the end of march 2017 , directly reaches those most in need . evidence from the programme has shown that this allows women greater control over &gt;household budgets , as well as stimulating existing local markets . """"""",0,0
1666,@@9467237,in-need,pk,"at the end of the discussion , coping mechanism was discussed and a few protection cases were identified . furthermore , separate counselling sessions were conducted with females that were in need of psychosocial support .",0,0
1667,@@4621926,immigrant,jm,"castries , st lucia ( cmc ) -- former controversial st lucia housing minister richard frederick has filed a lawsuit in us district court in washington dc , claiming compensatory and punitive damages of us$25 million in relation to the revocation in 2011 of his diplomatic and non-immigrant us visas .",0,0
1668,@@2194610,homeless,ph,"meanwhile , about 15 families in eight houses in quezon city have been left homeless at the beginning of 2016 .",0,0
1669,@@4663904,vulnerable,pk,here follow the pointers pertaining to some major incidents of violence/terrorism and personal enmity that have made both pakistani arbiters and other judicial officers vulnerable in recent years :,0,0
1670,@@21706463,in-need,au,"moreover , westacott says there are a few other areas in need of urgent attention such as the education sector , which still lags behind most other oecd countries despite constant reform rhetoric from all levels of government .",0,0
1671,@@16622984,women,sg,"numerous participants at the gathering took photos of the move being performed on the women , one of whom was wearing a skirt , and distributed the photos among colleagues , the sankei shimbun reported ( jan. 27 ) .",0,0
1672,@@25423930,in-need,ie,"if fiona looked in need of some much needed respite , that same appraisal was one which could easily have been levelled at show secretary bernie whyte .",0,0
1673,@@7770408,women,ke,they said on thursday that margaret 's personal will and determination put her among the top women in the front-line of africa 's social change and transformation .,0,0
1674,@@13863515,disabled,ph,"kyle really your a pig , lol youre also very ignorant do nt like over weight women , well have u looked in the mirror recently your fat , you and your boss should be sacked never to return to radio , , how dare you say go for the disabled , your more disabled than the disabled olympians , they have a genuine heart , you do nt have one ,",1,4
1675,@@7192457,hopeless,ie,but lindsay said it was important mums knew there was light at the end of the tunnel and they were not alone or in a hopeless situation .,0,0
1676,@@21249227,migrant,bd,""""""" cbpr methods can increase our understanding of risk and protective factors in refugee and immigrant communities and contribute to development of culturally appropriate programming to address health disparities , """" shirazi said via email . """" my use of cbpr has taken an innovative approach to addressing health disparities and building evidence-based community health programming . """"""",0,0
1677,@@60008916,refugee,ie,"tunis -- thousands of refugees , migrants and asylum seekers arbitrarily held in libyan detention centres must be immediately released and evacuated to safety out of the country urges m ? decins sans fronti ? res ( msf ) , as a fragile ceasefire in tripoli continued for a third day . existing mechanisms to get refugees and migrants out of libya have stalled in recent months and msf calls for an urgent scale up .",0,0
1678,@@2488954,migrant,ie,"traditionthe tradition is there . by the time paddy hoey left clare 30 years ago , the irish drift towards the huge car manufacturing plants in the midlands had already begun to slow down . irish emigrants were gravitating towards london .",0,0
1679,@@21880185,migrant,au,"tripoli ( reuters ) - at least 31 migrants died after their boat sank off libya 's western coast on saturday and some 200 others were picked up by the coastguard to be brought back to port in tripoli , officials said .",0,0
1680,@@7617319,vulnerable,ie,when you look at this station you see your own reflection on veronica 's towel . as i reflected on the sixth station in ballysadare it struck me that at the most vulnerable point in jesus ' life he stands in solidarity with each of us particularly when we are at our most vulnerable .,0,1
1681,@@4605297,disabled,pk,"physically-disabled students do not desire top-notch special facilities for themselves , but only the basics for getting educated -- physical access to buildings , libraries and conference halls . but no university provides proper ramps , exclusive or public space for the disabled and buildings are not constructed in light of the needs of disabled students .",0,1
1682,@@17240521,women,gb,"my friend alison , who has used both bumble and tinder extensively , still prefers the latter , as she feels that the nature of bumble 's setup relies on women doing all the work and rewards passivity in men . she has found this can cause problems down the line , with men not taking the initiative in arranging dates . <h> app-dating tips",0,0
1683,@@3609839,women,za,"acting judge d mogotsi said among others , the role of the police is to maintain law and order and to prevent crime . it has a constitutional duty to protect the public and especially women .",0,0
1684,@@3325608,in-need,us,"the family had $8,000 left over in donated funds , which they used for lingering medical bills and also contributed to another cancer family in need . gorsegner started her own fundraising site , will you send us a dollar , raising nearly $300,000 for pediatric cancer research .",0,0
1685,@@30043447,refugee,in,"washington : the trump administration slashed its annual cap on refugee acceptances on monday for the second year in a row , saying it would take only a maximum 30,000 in the fiscal year to come .",0,0
1686,@@14398234,poor-families,lk,"deputy public prosecutor fariza hamzah requested for bail to be set at 20,000 malaysian ringgit each , saying their act had smeared the country 's image . lawyer m. manoharan , who represented the two accused , pleaded for a lower bail amount as he said the accused were from poor families and had no criminal records . another counsel for the accused , a. sivanesan said his clients had cooperated with the police during their detention and argued the bail amount was unreasonable . judge muhammad faizal ismail then set bail at 7,000 malaysian ringgit with one surety each and fixed october 7 as the next date of trial . incidentally one us dollar equals about four malaysian ringgits .",0,0
1687,@@8213014,women,au,"""the young men can be heard chanting lyrics about women , proclaiming they would """" shoot them in their boxes """" , """" cream them by the dozen """" and """" fill them with my load """" .""",0,0
1688,@@8089379,women,sg,"this is not just a yet another movie with new story , this is going to be a reality soon . we are 100% transforming in to a women dominating society so guy 's pack your begs and ready for the shows .",0,0
1689,@@4552457,women,pk,"samina demanded of the unido to initiate more efforts to enable women develop a positive attitude towards entrepreneurship , business and self .",0,0
1690,@@9414957,migrant,lk,"meanwhile , amnesty international had requested indonesia to permit the group of illegal migrants to enter the country . however , the request had been turned down .",0,0
1691,@@3093149,poor-families,au,"""ecopost also provides an income for poor families who collect scrap plastic and other waste . rutto says about 550 people have gained employment through her recycling efforts : """" ours is a social enterprise . we 're looking at eradicating poverty , not just making money . we have given job opportunities to many youths """"""",0,1
